employee_id,gender,job_class,job_grade,role_level,role_level_encoded,division,location,tenure_years,performance,salary
CNF1030,Female,Regional Director,Grade 6,Director,4,Retail Banking,Toronto,6,64.8,134300.0
CNF1031,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,2,47.9,65500.0
CNF1032,Male,Branch Manager,Grade 5,Manager,3,Retail Banking,Calgary,0,58.5,93000.0
CNF1033,Female,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Calgary,5,75.5,66500.0
CNF1034,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,3,78.1,81200.0
CNF1035,Male,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Toronto,5,69.8,68700.0
CNF1036,Male,Wealth Manager,Grade 5,Manager,3,Wealth Management,Toronto,2,86.2,141400.0
CNF1037,Female,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Vancouver,11,75.6,96900.0
CNF1038,Female,Pension Manager,Grade 5,Manager,3,Pension Administration,Toronto,4,59.5,101600.0
CNF1039,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Vancouver,0,66.1,76000.0
CNF1040,Male,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Calgary,2,50.4,89700.0
CNF1041,Female,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,7,68.5,109900.0
CNF1042,Male,Wealth Manager,Grade 5,Manager,3,Wealth Management,Toronto,7,85.6,134500.0
CNF1043,Male,Senior Banking Analyst,Grade 4,Senior Analyst,2,Retail Banking,Toronto,3,79.6,99300.0
CNF1044,Female,Branch Manager,Grade 5,Manager,3,Retail Banking,Toronto,11,89.6,122900.0
CNF1045,Female,Wealth Director,Grade 6,Director,4,Wealth Management,Toronto,1,65.8,147000.0
CNF1046,Female,Pension Manager,Grade 5,Manager,3,Pension Administration,Calgary,2,88.8,120700.0
CNF1047,Female,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Vancouver,11,67.3,77200.0
CNF1048,Female,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,11,90.6,74000.0
CNF1049,Male,Pension Director,Grade 6,Director,4,Pension Administration,Calgary,5,69.7,162400.0
CNF1050,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,9,79.9,92500.0
CNF1051,Male,Pension Director,Grade 6,Director,4,Pension Administration,Toronto,0,90.7,153500.0
CNF1052,Female,Senior Banking Analyst,Grade 4,Senior Analyst,2,Retail Banking,Toronto,10,67.3,91700.0
CNF1053,Female,Vice President — Wealth,Grade 7,VP,5,Wealth Management,Calgary,1,73.1,195500.0
CNF1054,Male,Pension Manager,Grade 5,Manager,3,Pension Administration,Vancouver,0,88.0,120900.0
CNF1055,Female,Vice President — Wealth,Grade 7,VP,5,Wealth Management,Calgary,1,68.1,187500.0
CNF1056,Male,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,2,51.5,82800.0
CNF1057,Male,Wealth Manager,Grade 5,Manager,3,Wealth Management,Toronto,1,100.0,135300.0
CNF1058,Female,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,1,63.4,98200.0
CNF1059,Male,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,0,72.2,102000.0
CNF1060,Female,Wealth Manager,Grade 5,Manager,3,Wealth Management,Calgary,1,86.2,118900.0
CNF1061,Male,Regional Director,Grade 6,Director,4,Retail Banking,Calgary,4,61.5,149300.0
CNF1062,Female,Vice President — Banking,Grade 7,VP,5,Retail Banking,Calgary,2,55.9,157800.0
CNF1063,Female,Wealth Manager,Grade 5,Manager,3,Wealth Management,Toronto,2,73.6,127900.0
CNF1064,Male,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,6,44.9,86500.0
CNF1065,Female,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,11,66.0,100700.0
CNF1066,Male,Pension Manager,Grade 5,Manager,3,Pension Administration,Toronto,7,73.4,118200.0
CNF1067,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,2,66.2,72200.0
CNF1068,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Calgary,6,48.4,74100.0
CNF1069,Female,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Calgary,0,92.3,93500.0
CNF1070,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,0,71.4,80600.0
CNF1071,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,2,90.0,80000.0
CNF1072,Male,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Toronto,8,66.4,76400.0
CNF1073,Male,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Toronto,1,57.7,63200.0
CNF1074,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Calgary,0,73.8,62100.0
CNF1075,Male,Vice President — Wealth,Grade 7,VP,5,Wealth Management,Toronto,0,67.0,207900.0
CNF1076,Male,Senior Banking Analyst,Grade 4,Senior Analyst,2,Retail Banking,Toronto,9,53.5,87100.0
CNF1077,Male,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,5,90.6,94600.0
CNF1078,Male,Branch Manager,Grade 5,Manager,3,Retail Banking,Vancouver,1,61.3,104400.0
CNF1079,Female,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,4,44.2,69100.0
CNF1080,Male,Vice President — Banking,Grade 7,VP,5,Retail Banking,Toronto,3,88.6,206100.0
CNF1081,Female,Pension Manager,Grade 5,Manager,3,Pension Administration,Toronto,5,62.9,110600.0
CNF1082,Male,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Calgary,1,61.5,58900.0
CNF1083,Male,Senior Banking Analyst,Grade 4,Senior Analyst,2,Retail Banking,Vancouver,9,45.3,83200.0
CNF1084,Female,Pension Director,Grade 6,Director,4,Pension Administration,Toronto,1,94.4,162500.0
CNF1085,Male,Vice President — Wealth,Grade 7,VP,5,Wealth Management,Vancouver,5,51.9,203600.0
CNF1086,Female,Senior Banking Analyst,Grade 4,Senior Analyst,2,Retail Banking,Vancouver,0,70.8,79400.0
CNF1087,Female,Wealth Manager,Grade 5,Manager,3,Wealth Management,Vancouver,2,82.8,128500.0
CNF1088,Male,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Calgary,2,75.9,68800.0
CNF1089,Male,Vice President — Wealth,Grade 7,VP,5,Wealth Management,Calgary,3,69.2,202600.0
CNF1090,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,0,46.2,62000.0
CNF1091,Male,Vice President — Pension,Grade 7,VP,5,Pension Administration,Calgary,7,58.7,196400.0
CNF1092,Male,Pension Manager,Grade 5,Manager,3,Pension Administration,Toronto,1,72.6,117700.0
CNF1093,Male,Branch Manager,Grade 5,Manager,3,Retail Banking,Calgary,5,59.0,114200.0
CNF1094,Male,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,8,72.8,109100.0
CNF1095,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Calgary,4,79.5,81800.0
CNF1096,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Calgary,6,83.5,87000.0
CNF1097,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,5,52.8,79100.0
CNF1098,Female,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Calgary,2,100.0,57300.0
CNF1099,Male,Branch Manager,Grade 5,Manager,3,Retail Banking,Toronto,8,80.7,129000.0
CNF1100,Male,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Calgary,1,70.0,99100.0
CNF1101,Female,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Toronto,4,85.3,75400.0
CNF1102,Male,Vice President — Banking,Grade 7,VP,5,Retail Banking,Toronto,6,100.0,190900.0
CNF1103,Female,Wealth Director,Grade 6,Director,4,Wealth Management,Vancouver,2,49.9,154300.0
CNF1104,Female,Regional Director,Grade 6,Director,4,Retail Banking,Toronto,1,66.8,134500.0
CNF1105,Male,Vice President — Pension,Grade 7,VP,5,Pension Administration,Calgary,3,36.7,191500.0
CNF1106,Female,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,8,72.7,68000.0
CNF1107,Male,Senior Banking Analyst,Grade 4,Senior Analyst,2,Retail Banking,Toronto,13,75.1,105200.0
CNF1108,Male,Wealth Manager,Grade 5,Manager,3,Wealth Management,Toronto,3,69.5,121000.0
CNF1109,Female,Branch Manager,Grade 5,Manager,3,Retail Banking,Toronto,5,60.8,103200.0
CNF1110,Female,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Toronto,11,41.3,72700.0
CNF1111,Male,Pension Director,Grade 6,Director,4,Pension Administration,Toronto,0,75.2,150700.0
CNF1112,Female,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Toronto,1,90.4,68900.0
CNF1113,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,6,61.7,81600.0
CNF1114,Female,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Vancouver,8,76.2,104400.0
CNF1115,Male,Wealth Manager,Grade 5,Manager,3,Wealth Management,Vancouver,9,48.0,125000.0
CNF1116,Male,Branch Manager,Grade 5,Manager,3,Retail Banking,Toronto,2,76.4,117700.0
CNF1117,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Calgary,0,64.5,79500.0
CNF1118,Female,Wealth Director,Grade 6,Director,4,Wealth Management,Toronto,2,59.3,146700.0
CNF1119,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Calgary,1,59.4,74500.0
CNF1120,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Calgary,1,64.5,74900.0
CNF1121,Male,Wealth Director,Grade 6,Director,4,Wealth Management,Vancouver,7,75.4,173300.0
CNF1122,Male,Vice President — Pension,Grade 7,VP,5,Pension Administration,Toronto,0,51.6,195700.0
CNF1123,Male,Pension Director,Grade 6,Director,4,Pension Administration,Calgary,8,64.4,158700.0
CNF1124,Female,Wealth Director,Grade 6,Director,4,Wealth Management,Toronto,2,69.4,143700.0
CNF1125,Male,Branch Manager,Grade 5,Manager,3,Retail Banking,Vancouver,4,54.6,118000.0
CNF1126,Female,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,0,95.2,85400.0
CNF1127,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Calgary,2,58.1,67900.0
CNF1128,Male,Senior Banking Analyst,Grade 4,Senior Analyst,2,Retail Banking,Calgary,0,60.6,74200.0
CNF1129,Male,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Calgary,16,56.3,99400.0
CNF1130,Male,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Toronto,8,95.2,85600.0
CNF1131,Male,Wealth Manager,Grade 5,Manager,3,Wealth Management,Vancouver,3,77.7,130100.0
CNF1132,Male,Senior Banking Analyst,Grade 4,Senior Analyst,2,Retail Banking,Toronto,1,56.9,84900.0
CNF1133,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Calgary,13,85.5,96800.0
CNF1134,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,2,72.8,77000.0
CNF1135,Female,Wealth Manager,Grade 5,Manager,3,Wealth Management,Toronto,0,73.6,116300.0
CNF1136,Female,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Toronto,4,65.2,68200.0
CNF1137,Male,Wealth Director,Grade 6,Director,4,Wealth Management,Toronto,14,59.5,177200.0
CNF1138,Female,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,0,74.7,77800.0
CNF1139,Female,Senior Banking Analyst,Grade 4,Senior Analyst,2,Retail Banking,Toronto,1,62.4,81400.0
CNF1140,Male,Branch Manager,Grade 5,Manager,3,Retail Banking,Toronto,13,95.4,137800.0
CNF1141,Female,Wealth Director,Grade 6,Director,4,Wealth Management,Calgary,0,52.2,136500.0
CNF1142,Female,Senior Banking Analyst,Grade 4,Senior Analyst,2,Retail Banking,Vancouver,0,91.5,92300.0
CNF1143,Male,Branch Manager,Grade 5,Manager,3,Retail Banking,Toronto,4,68.4,114100.0
CNF1144,Male,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,9,74.2,111000.0
CNF1145,Female,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,3,81.7,71000.0
CNF1146,Female,Wealth Director,Grade 6,Director,4,Wealth Management,Toronto,25,61.2,170500.0
CNF1147,Male,Pension Manager,Grade 5,Manager,3,Pension Administration,Calgary,5,82.1,116300.0
CNF1148,Male,Wealth Manager,Grade 5,Manager,3,Wealth Management,Calgary,0,32.1,98100.0
CNF1149,Male,Wealth Director,Grade 6,Director,4,Wealth Management,Toronto,24,59.9,189100.0
CNF1150,Female,Pension Director,Grade 6,Director,4,Pension Administration,Toronto,2,57.1,133200.0
CNF1151,Female,Pension Manager,Grade 5,Manager,3,Pension Administration,Toronto,1,52.5,98400.0
CNF1152,Female,Pension Director,Grade 6,Director,4,Pension Administration,Calgary,4,67.0,128100.0
CNF1153,Male,Branch Manager,Grade 5,Manager,3,Retail Banking,Vancouver,1,75.4,108100.0
CNF1154,Female,Branch Manager,Grade 5,Manager,3,Retail Banking,Toronto,0,79.8,99000.0
CNF1155,Female,Pension Manager,Grade 5,Manager,3,Pension Administration,Toronto,0,73.4,119500.0
CNF1156,Male,Branch Manager,Grade 5,Manager,3,Retail Banking,Vancouver,2,60.7,114100.0
CNF1157,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Vancouver,9,75.2,84500.0
CNF1158,Female,Pension Director,Grade 6,Director,4,Pension Administration,Toronto,4,71.7,159200.0
CNF1159,Female,Pension Director,Grade 6,Director,4,Pension Administration,Toronto,25,83.1,176000.0
CNF1160,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,1,80.9,81900.0
CNF1161,Female,Regional Director,Grade 6,Director,4,Retail Banking,Toronto,1,70.4,121600.0
CNF1162,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,0,57.4,87300.0
CNF1163,Female,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,0,60.9,72000.0
CNF1164,Female,Pension Manager,Grade 5,Manager,3,Pension Administration,Toronto,1,62.3,97900.0
CNF1165,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,7,65.6,91400.0
CNF1166,Female,Pension Director,Grade 6,Director,4,Pension Administration,Calgary,11,73.8,165200.0
CNF1167,Female,Pension Director,Grade 6,Director,4,Pension Administration,Toronto,18,80.0,170800.0
CNF1168,Male,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,1,69.3,95100.0
CNF1169,Female,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Toronto,10,70.2,73900.0
CNF1170,Male,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Toronto,1,72.0,72800.0
CNF1171,Male,Wealth Manager,Grade 5,Manager,3,Wealth Management,Vancouver,0,62.8,123000.0
CNF1172,Male,Vice President — Banking,Grade 7,VP,5,Retail Banking,Toronto,10,57.0,198900.0
CNF1173,Male,Pension Manager,Grade 5,Manager,3,Pension Administration,Toronto,5,45.4,113700.0
CNF1174,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Calgary,0,60.3,64700.0
CNF1175,Male,Pension Manager,Grade 5,Manager,3,Pension Administration,Toronto,2,76.6,116100.0
CNF1176,Female,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Vancouver,1,60.2,86400.0
CNF1177,Female,Branch Manager,Grade 5,Manager,3,Retail Banking,Toronto,6,66.7,99900.0
CNF1178,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,3,76.5,84200.0
CNF1179,Female,Wealth Manager,Grade 5,Manager,3,Wealth Management,Toronto,22,77.3,136400.0
CNF1180,Male,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,0,54.9,86100.0
CNF1181,Male,Vice President — Pension,Grade 7,VP,5,Pension Administration,Calgary,2,84.0,201300.0
CNF1182,Male,Senior Banking Analyst,Grade 4,Senior Analyst,2,Retail Banking,Calgary,3,85.8,100400.0
CNF1183,Male,Wealth Manager,Grade 5,Manager,3,Wealth Management,Toronto,3,54.2,127500.0
CNF1184,Male,Vice President — Wealth,Grade 7,VP,5,Wealth Management,Toronto,1,58.5,191600.0
CNF1185,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Calgary,6,86.7,76100.0
CNF1186,Male,Vice President — Wealth,Grade 7,VP,5,Wealth Management,Vancouver,10,67.9,217700.0
CNF1187,Male,Pension Manager,Grade 5,Manager,3,Pension Administration,Toronto,13,38.9,112900.0
CNF1188,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,8,50.4,73100.0
CNF1189,Female,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,9,66.5,96400.0
CNF1190,Female,Wealth Manager,Grade 5,Manager,3,Wealth Management,Vancouver,3,53.7,107500.0
CNF1191,Male,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Toronto,8,64.2,73400.0
CNF1192,Female,Branch Manager,Grade 5,Manager,3,Retail Banking,Toronto,1,70.5,97700.0
CNF1193,Female,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Calgary,2,90.5,95400.0
CNF1194,Female,Wealth Manager,Grade 5,Manager,3,Wealth Management,Toronto,1,65.9,119000.0
CNF1195,Female,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,3,85.0,63700.0
CNF1196,Male,Regional Director,Grade 6,Director,4,Retail Banking,Toronto,1,90.0,156600.0
CNF1197,Male,Vice President — Pension,Grade 7,VP,5,Pension Administration,Toronto,16,90.1,219500.0
CNF1198,Male,Vice President — Wealth,Grade 7,VP,5,Wealth Management,Toronto,1,74.0,209700.0
CNF1199,Male,Pension Manager,Grade 5,Manager,3,Pension Administration,Toronto,0,42.5,106700.0
CNF1200,Female,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,3,76.5,78400.0
CNF1201,Male,Wealth Manager,Grade 5,Manager,3,Wealth Management,Toronto,0,84.7,128900.0
CNF1202,Female,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Calgary,0,68.9,57500.0
CNF1203,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Calgary,1,94.4,79800.0
CNF1204,Male,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,3,82.0,101900.0
CNF1205,Male,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,2,78.0,96400.0
CNF1206,Female,Wealth Manager,Grade 5,Manager,3,Wealth Management,Toronto,8,85.2,131900.0
CNF1207,Female,Pension Manager,Grade 5,Manager,3,Pension Administration,Toronto,6,74.7,113700.0
CNF1208,Male,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,2,35.1,77100.0
CNF1209,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Calgary,2,63.0,67400.0
CNF1210,Female,Vice President — Pension,Grade 7,VP,5,Pension Administration,Toronto,1,86.8,202900.0
CNF1211,Female,Senior Banking Analyst,Grade 4,Senior Analyst,2,Retail Banking,Toronto,7,58.7,75900.0
CNF1212,Male,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,0,66.9,84800.0
CNF1213,Female,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Calgary,0,55.4,51100.0
CNF1214,Male,Wealth Manager,Grade 5,Manager,3,Wealth Management,Toronto,7,95.0,145900.0
CNF1215,Male,Pension Manager,Grade 5,Manager,3,Pension Administration,Calgary,3,93.5,122900.0
CNF1216,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,0,57.6,73100.0
CNF1217,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Vancouver,1,72.1,74700.0
CNF1218,Male,Pension Manager,Grade 5,Manager,3,Pension Administration,Vancouver,13,60.5,126100.0
CNF1219,Male,Branch Manager,Grade 5,Manager,3,Retail Banking,Toronto,9,78.6,118800.0
CNF1220,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,6,77.1,93100.0
CNF1221,Male,Vice President — Banking,Grade 7,VP,5,Retail Banking,Toronto,3,81.4,191300.0
CNF1222,Male,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Toronto,3,74.6,72900.0
CNF1223,Female,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Calgary,18,100.0,122300.0
CNF1224,Male,Vice President — Banking,Grade 7,VP,5,Retail Banking,Calgary,16,55.6,202000.0
CNF1225,Male,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Calgary,1,46.1,87500.0
CNF1226,Female,Branch Manager,Grade 5,Manager,3,Retail Banking,Calgary,8,64.5,107600.0
CNF1227,Female,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,1,48.0,78100.0
CNF1228,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,1,49.1,71800.0
CNF1229,Female,Vice President — Wealth,Grade 7,VP,5,Wealth Management,Calgary,5,56.0,197100.0
CNF1230,Female,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,2,57.1,103500.0
CNF1231,Female,Wealth Director,Grade 6,Director,4,Wealth Management,Calgary,13,56.6,151200.0
CNF1232,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,0,77.3,72300.0
CNF1233,Female,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,3,62.9,65000.0
CNF1234,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Vancouver,12,67.5,96400.0
CNF1235,Female,Wealth Manager,Grade 5,Manager,3,Wealth Management,Toronto,11,82.5,128800.0
CNF1236,Female,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Vancouver,0,59.3,95600.0
CNF1237,Male,Regional Director,Grade 6,Director,4,Retail Banking,Vancouver,2,66.3,155100.0
CNF1238,Female,Senior Banking Analyst,Grade 4,Senior Analyst,2,Retail Banking,Calgary,4,75.1,79600.0
CNF1239,Male,Vice President — Banking,Grade 7,VP,5,Retail Banking,Calgary,0,42.8,180900.0
CNF1240,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,17,36.6,88100.0
CNF1241,Male,Pension Director,Grade 6,Director,4,Pension Administration,Vancouver,12,74.8,161200.0
CNF1242,Male,Pension Manager,Grade 5,Manager,3,Pension Administration,Toronto,0,76.9,116200.0
CNF1243,Male,Branch Manager,Grade 5,Manager,3,Retail Banking,Toronto,0,98.9,116600.0
CNF1244,Female,Wealth Director,Grade 6,Director,4,Wealth Management,Calgary,0,72.2,139200.0
CNF1245,Male,Pension Manager,Grade 5,Manager,3,Pension Administration,Toronto,12,81.5,128900.0
CNF1246,Male,Wealth Manager,Grade 5,Manager,3,Wealth Management,Toronto,1,67.3,116700.0
CNF1247,Male,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Toronto,2,74.2,70000.0
CNF1248,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,2,93.3,78300.0
CNF1249,Female,Wealth Director,Grade 6,Director,4,Wealth Management,Vancouver,4,40.3,142100.0
CNF1250,Male,Wealth Manager,Grade 5,Manager,3,Wealth Management,Toronto,0,75.8,115700.0
CNF1251,Male,Pension Manager,Grade 5,Manager,3,Pension Administration,Vancouver,1,99.9,127500.0
CNF1252,Male,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Calgary,13,73.9,116100.0
CNF1253,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Calgary,11,93.1,83900.0
CNF1254,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,7,61.2,77900.0
CNF1255,Female,Branch Manager,Grade 5,Manager,3,Retail Banking,Calgary,0,69.6,107700.0
CNF1256,Male,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,1,70.5,92900.0
CNF1257,Male,Banking Analyst,Grade 3,Analyst,1,Retail Banking,Calgary,4,39.0,66800.0
CNF1258,Male,Senior Banking Analyst,Grade 4,Senior Analyst,2,Retail Banking,Toronto,1,53.6,83800.0
CNF1259,Female,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Vancouver,12,54.6,65600.0
CNF1260,Female,Wealth Manager,Grade 5,Manager,3,Wealth Management,Vancouver,5,81.5,124900.0
CNF1261,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,0,82.2,79100.0
CNF1262,Male,Branch Manager,Grade 5,Manager,3,Retail Banking,Toronto,11,74.5,124800.0
CNF1263,Male,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Calgary,15,81.5,110900.0
CNF1264,Male,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,0,67.7,91700.0
CNF1265,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Vancouver,3,86.8,87400.0
CNF1266,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,1,70.1,63600.0
CNF1267,Female,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,2,70.8,86400.0
CNF1268,Female,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Vancouver,0,66.3,82800.0
CNF1269,Female,Wealth Manager,Grade 5,Manager,3,Wealth Management,Calgary,4,79.6,118000.0
CNF1270,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Calgary,15,64.1,89000.0
CNF1271,Female,Wealth Manager,Grade 5,Manager,3,Wealth Management,Toronto,3,83.7,132300.0
CNF1272,Male,Wealth Director,Grade 6,Director,4,Wealth Management,Calgary,0,54.1,153100.0
CNF1273,Male,Wealth Manager,Grade 5,Manager,3,Wealth Management,Toronto,4,54.6,116700.0
CNF1274,Female,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Calgary,2,79.6,65300.0
CNF1275,Male,Senior Banking Analyst,Grade 4,Senior Analyst,2,Retail Banking,Calgary,9,68.8,99700.0
CNF1276,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,2,63.6,71900.0
CNF1277,Male,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Toronto,1,82.5,98300.0
CNF1278,Female,Vice President — Pension,Grade 7,VP,5,Pension Administration,Toronto,1,61.5,185900.0
CNF1279,Female,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Calgary,7,67.2,69400.0
CNF1280,Male,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Toronto,1,89.6,105000.0
CNF1281,Female,Pension Manager,Grade 5,Manager,3,Pension Administration,Calgary,7,91.5,122600.0
CNF1282,Male,Branch Manager,Grade 5,Manager,3,Retail Banking,Toronto,1,92.0,118800.0
CNF1283,Male,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Calgary,1,66.1,91900.0
CNF1284,Female,Wealth Analyst,Grade 3,Analyst,1,Wealth Management,Calgary,3,87.2,84700.0
CNF1285,Female,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,14,56.7,89800.0
CNF1286,Female,Senior Pension Analyst,Grade 4,Senior Analyst,2,Pension Administration,Toronto,13,57.3,85800.0
CNF1287,Male,Pension Analyst,Grade 3,Analyst,1,Pension Administration,Toronto,1,37.1,49500.0
CNF1288,Female,Senior Wealth Analyst,Grade 4,Senior Analyst,2,Wealth Management,Calgary,2,93.4,103000.0
